Date,H75274,B83188,E88953,I86594,H81564,E77259,I89824,H84386,C54148,H89803,H89011,I87439,F89330,H31500,D75261,F83143,E10874,E18438,B28484,E80050,E82598,H11348,H38746,H88405,F85464,I84624,B89952,D75652,H85765,H89234,H90001,D88434,G77530,E85744,I88546,G59010,H84215,H66800,E75470,I90366,H11992,H88214,H57007,H84007,I85077,E46463,E54253,H90434,H70703,D80928,D89155,H86451,H89282,H63467,H79356,F23887,H86143,H88222,C80193,E27430,E82547,I86144,E89456,H89490,E77157,H89233,D89971,E88352,H89748,F63773,H10629,B86341,H75336,G90371,E62228,H78852,D80070,H90003,I83303,D79686,H77607,H89517,H79665,D85926,F87447,D36281,H88404,C84603,E12490,H81299,I84373,H75269,H90038
Y2011M1,-0.000467,0.026994,0.054343,0.012549,-0.040758,0,-0.114499,-0.091901,0.049202,0.010363,0.024683,-0.029341,0.013033,0.00827,0.092077,-0.02479,0.062967,0.071062,0.099033,0.407711,-0.004185,0.010078,0.069238,0.044043,0.131171,-0.004032,0.029125,0.048341,0.02693,0.039887,0.021622,-0.045531,-0.152973,0.18481,0.088,-0.125113,0.216667,-0.163168,-0.030917,0.044093,-0.062754,0.003432,-0.044646,0.0587,0.084813,-0.086342,0.001606,-0.026498,0.065073,0.020331,-0.046697,0.005714,-0.023377,0.037594,-0.016312,-0.057554,0.081876,-0.003707,-0.007421,-0.030534,0.132331,0.060794,-0.120567,-0.009113,-0.039414,0.002705,0.089366,0.252803,0.020677,-0.021888,0.028513,-0.125736,0.028136,0.002618,0.052161,-0.015803,0.084095,0.018724,0.210843,-0.079634,-0.029572,0.017089,-0.003661,0.048723,-0.013227,0.005525,0.025925,-0.016868,0.103843,0.043726,0.057069,-0.021978,0.018432
Y2011M2,-0.016432,-0.017603,0.035488,-0.023077,0.010049,0.095374,0.153197,-0.020382,-0.125475,0.057436,0.025798,-0.030002,-0.017227,0.033003,-0.213725,0.066011,0.156125,0.040767,0.034593,0.051865,-0.056094,0.003712,-0.200312,0.030724,-0.086035,-0.102655,0.022314,-0.07929,0.032462,0.041067,0.041278,0.022968,0.045309,-0.025641,0.268382,0.169175,0.031963,-0.081536,0.096076,-0.064286,-0.030828,-0.054397,-0.00038,0.047525,0.010909,0.036082,0.166774,0.014311,0.07649,0.025092,0.068849,0.031218,0.018113,0.055735,0.024138,-0.074155,-0.003168,0.055394,-0.130841,0.026247,0.043704,0.024022,0.047043,-0.023417,0.03391,0.033719,0.075619,0.015608,0.040294,-0.058741,0.00495,0.134758,0.000664,-0.13577,0.133159,-0.004488,0.132739,0.027649,-0.004975,0.202071,0.001692,0.025689,0.00245,0.031098,0.037699,0.158941,0.041708,-0.049153,0.003272,0.050473,-0.003512,-0.0103,0.039766
Y2011M3,0.010067,-0.260135,-0.013056,-0.025809,0.055507,-0.06327,-0.087142,0.043295,0.072464,0.078565,0.021486,-0.255814,-0.025708,0.030032,-0.15212,0.208365,0.104212,0.084485,-0.019763,-0.046537,-0.067993,-0.009985,-0.047758,-0.010646,-0.021828,-0.031938,0.000642,0.001397,0.008973,-0.033841,0.017043,0.015544,0.236569,-0.015241,0.060703,0.00577,0.013274,-0.051808,0.038474,-0.020125,0.000497,0.108336,0.396427,0.041588,-0.093525,0.088723,0.014946,0.00237,-0.095437,0.106551,0.003168,0.017942,0.043076,-0.013007,-0.005013,-0.009717,0.028742,0.025173,-0.017204,0.102089,0.014268,-0.033177,-0.064599,0.00721,-0.009839,0.008388,0.07925,0.016801,0.006322,0.004978,0.050847,-0.015917,0.027425,-0.086103,0.282484,0.00363,-0.044176,0.002644,0.73,-0.023464,0.004717,0.025215,0.032987,-0.026526,0.007046,0.039997,0.018338,0.039632,0.007351,-0.004471,0.017093,-0.022706,-0.052178
Y2011M4,0.048141,-0.018642,0.13642,-0.070049,-0.001996,-0.034451,-0.016021,0.093716,0.098649,0.131579,-0.021727,0.03125,0.012542,0.05304,-0.158824,0.019853,-0.081007,-0.02557,0.008802,0.127252,0.082299,0.03474,0.013306,0.08417,-0.057183,-0.095061,0.043622,-0.088499,0.041719,0.031088,0.027064,0.017007,0.074303,0.143525,0.042169,0.03056,-0.061135,-0.113546,-0.037049,-0.004603,0.010035,0.071795,-0.02994,0.086207,0.079365,-0.029703,0.082084,0.038118,0.073931,0.052049,0.037474,0.064331,0.010432,0.001938,0.011573,0.006083,0.016374,0.026375,0.019694,0.047767,-0.134557,0.065858,0.145028,0.044852,-0.017224,0.081885,0.239242,0.048702,0.027263,-0.004154,0.038899,0.063191,-0.002623,0.013223,0.001949,0,0.026762,0.030949,-0.017341,-0.014974,0.006986,0.004227,0.031213,-0.033383,0.008746,-0.010775,0.019258,-0.038122,0.046054,-0.001524,-0.021483,-0.017893,0.030901
Y2011M5,0.03516,-0.048168,0.003007,0.031386,-0.020996,-0.025822,-0.077341,-0.016377,0.03813,0.144346,0.044988,0.313131,-0.034132,-0.065739,0.055944,0.067818,-0.072315,-0.093634,-0.080619,-0.174227,0.051046,-0.06744,-0.026263,-0.033083,-0.068047,0.193821,-0.042926,0.11808,-0.0166,-0.036181,-0.004219,0.197324,-0.099265,0.460565,-0.034711,-0.165232,-0.030233,-0.085072,-0.04037,-0.05354,-0.022355,-0.042917,0.033951,0.004177,-0.145221,-0.16876,-0.046371,0.019653,-0.047097,0.184292,0.012449,0.024688,0.011896,0.023984,0.059838,0.070133,-0.014644,-0.017942,-0.096566,-0.10063,0.04947,-0.010081,-0.086852,0.061704,0.082575,0.023919,0.035999,-0.002002,-0.007879,-0.025626,-0.025571,-0.09847,0.027152,0.092985,-0.064202,0.044872,-0.089922,-0.007241,-0.252941,0.073533,0.056817,0.055085,0.030268,-0.003492,-0.012805,-0.032258,-0.016276,0.002298,-0.005276,-0.039695,0.036183,0.004049,-0.063728
Y2011M6,-0.021701,-0.057337,-0.035316,0.029494,-0.013106,-0.026506,-0.069853,0.041292,-0.092417,-0.120533,-0.005868,-0.038462,-0.009609,-0.041838,-0.069536,0.009703,-0.059041,-0.165323,-0.052765,0.181024,-0.036334,0.028771,-0.05083,-0.019666,-0.031746,-0.010352,-0.074218,-0.052652,-0.011648,-0.02704,-0.023804,0.153631,-0.016327,-0.144,-0.185604,-0.06701,-0.148681,0.028772,0.092853,0.063028,-0.036585,-0.010349,-0.074627,0.061564,-0.258065,-0.048159,-0.006386,0.002856,-0.009962,-0.075718,-0.000403,-0.011357,0.011824,-0.027662,0.032082,-0.066949,-0.005108,-0.024045,-0.194774,-0.180877,-0.00404,-0.001643,0.055851,0.011734,-0.196451,-0.016767,0.042743,0.066218,-0.011243,-0.045948,-0.018957,-0.084204,-0.009383,-0.028358,-0.012474,0.005291,-0.064124,-0.014056,-0.11811,-0.032492,-0.004189,-0.024827,-0.019774,-0.068536,-0.00762,0.046753,-0.024597,-0.069341,0.015509,0.009539,0.013352,0.003024,-0.019465
Y2011M7,-0.012273,0.00797,-0.077457,-0.020464,-0.115718,-0.061881,-0.063241,-0.008848,-0.103133,-0.124498,-0.017251,-0.00808,0.015336,-0.106848,-0.199288,-0.072162,0.070098,0.245854,-0.082932,-0.0037,-0.099659,0.026077,-0.036066,-0.047291,0.031148,-0.076534,-0.085163,-0.032767,-0.020899,-0.045959,-0.03432,0.089588,-0.014523,-0.165888,-0.058824,0.071961,-0.052113,-0.021146,-0.101659,0.014808,0.011194,0.010462,-0.058944,0.010188,0.043478,-0.0625,-0.086235,0.012622,-0.066563,-0.046328,-0.010887,-0.039685,0.002052,-0.150039,-0.042762,-0.071871,-0.054762,-0.033915,-0.144543,-0.148055,-0.282623,0.037512,0.047859,-0.007906,-0.102286,-0.020815,0.061781,0.076429,-0.052793,-0.087516,-0.033816,-0.003564,-0.036005,-0.049155,0.102105,-0.012357,-0.022506,-0.007265,0.258929,0.126049,-0.015025,-0.031585,-0.017544,-0.094998,-0.050871,0.081472,-0.04,-0.064655,0.060041,-0.075441,-0.086125,-0.059917,-0.017921
Y2011M8,0.048521,-0.125,-0.111529,-0.245125,-0.055523,-0.050132,-0.10211,-0.028178,-0.30131,-0.256881,0.037162,-0.034196,-0.111748,-0.089858,-0.244444,0.02877,-0.272103,-0.144871,-0.134481,-0.140053,-0.208333,-0.011839,-0.168934,-0.09778,-0.08744,-0.077025,-0.034036,-0.108256,-0.039305,-0.100913,-0.069663,-0.237778,-0.254737,-0.157796,-0.167969,-0.143598,-0.236256,-0.117422,-0.046342,0.044012,-0.078018,-0.136724,-0.152696,0.070597,-0.1,-0.075132,-0.086753,0.018836,-0.129551,-0.001777,-0.023992,-0.021102,0.035019,-0.033012,0.068766,0,-0.070886,-0.088914,-0.272414,-0.274318,-0.057493,-0.128766,-0.108173,0.039982,-0.182564,-0.038475,-0.191223,-0.047934,-0.080652,-0.096262,-0.091,0.07272,0.003793,-0.045234,0,0.035971,-0.165358,-0.05668,-0.028369,-0.103678,0.042313,0.00062,0.025,-0.138412,-0.018925,-0.117017,-0.074653,-0.069783,-0.050536,-0.027778,-0.072949,0.008791,-0.00758
Y2011M9,-0.159735,-0.207497,-0.196991,-0.250308,-0.015372,0.043056,0.00094,-0.186808,-0.177083,-0.120988,0.022565,-0.131524,-0.192635,-0.087669,-0.211765,-0.02059,-0.116425,-0.001831,-0.114257,-0.111043,-0.098086,-0.130663,-0.008172,-0.118883,-0.083624,-0.120884,-0.116784,-0.100097,-0.058735,-0.122397,-0.098962,0.027697,-0.117232,-0.095344,-0.183099,-0.016949,-0.064202,-0.133439,-0.125427,-0.030292,-0.114517,-0.17866,-0.122104,-0.042754,-0.12037,-0.064073,-0.127508,-0.082957,-0.077335,-0.252819,-0.033823,-0.044691,0.038392,-0.152784,0.021087,-0.159212,-0.03105,-0.111496,-0.28436,-0.102226,-0.138,-0.012741,-0.154681,0.027998,-0.20169,-0.050978,-0.096669,-0.044762,-0.102112,-0.166309,-0.044593,-0.078021,-0.044637,-0.137056,-0.185291,0.012227,-0.198983,-0.073721,-0.124088,0.047212,0.022986,-0.048005,-0.121951,-0.093377,-0.062917,-0.21958,-0.11075,-0.234253,0.017218,-0.067857,-0.01418,-0.092593,0.017913
Y2011M10,0.082011,0.16976,0.101288,0.31009,0.099023,-0.046605,0.173709,0.111595,0.311392,0.267806,0.017041,-0.076923,0.140808,0.189044,0.171642,-0.021822,0.257835,0.125,0.192528,0.044414,0.207191,0.170973,0.026121,0.123941,0.193916,0.152629,0.139114,0.097528,0.097264,0.124132,0.130937,0.073759,0.16,0.033088,0.126437,0.17072,-0.002079,0.124829,0.19614,0.041652,0.314827,0.189607,0.088814,0.097653,-0.175439,0.157702,0.244436,0.024193,0.046389,0.113582,0.063927,0.057674,-0.013566,0.245225,0.041071,0.02455,0.036493,0.151011,0.423841,0.315886,0.078886,0.106932,0.080257,0.021425,0.328042,0.051598,0.29367,0.191007,0.132999,0.090824,0.177363,0.093085,0.066058,0.284314,-0.030481,0.008681,0.254324,0.116017,-0.125,0.237012,0.001576,0.056069,0.068056,0.065868,0.112272,0.219763,0.141797,0.075739,0.055813,0.043137,0.132496,0.086849,0.076536
Y2011M11,-0.058448,-0.116192,0.008506,0.053851,-0.036736,0.00838,-0.0632,-0.183276,0.179537,-0.105618,0.040907,-0.0625,-0.085006,-0.085964,-0.254777,-0.018105,0.057191,0.014403,-0.037404,0.015282,-0.10083,0.032508,-0.160858,-0.030709,-0.009554,-0.439847,0.01354,-0.025095,0.009511,-0.054569,-0.006166,0.206077,-0.093793,-0.104389,-0.040816,-0.011111,-0.354167,-0.055893,0.083056,-0.108411,0.031297,0.011913,-0.050789,-0.091724,-0.025532,-0.007392,0.057526,-0.009157,-0.134884,0.024964,-0.000411,0.009535,0.036458,-0.055254,-0.003451,-0.086262,-0.012874,-0.003783,0,-0.057572,0.073118,-0.059294,-0.026746,-0.004523,-0.02739,0.004394,-0.19762,0.000807,-0.0314,0.164366,0.068385,0.063199,-0.009655,0.219847,-0.08948,0.028571,-0.055889,-0.002082,0.019048,-0.054625,0.040232,0.003145,-0.043571,-0.002809,0.028901,-0.085664,0.004909,-0.029012,0.022315,-0.018797,0.051254,0.015982,0.022833
Y2011M12,0.060346,-0.041816,-0.00738,0.013666,-0.003613,-0.058172,0.175064,0.134762,0.032733,0.017588,0.00713,-0.011111,-0.077419,-0.01623,1.042735,0.02239,-0.030075,0.046661,-0.055131,-0.033377,-0.015205,0.010376,0.06869,-0.019123,0.028939,-0.114234,-0.101761,0.018935,0.016769,-0.013136,-0.003608,-0.031763,0.03653,0.121854,-0.015957,-0.001471,-0.038774,-0.004719,0.030237,-0.072389,0.036965,-0.061131,-0.007702,0.099468,-0.161572,-0.026652,-0.059625,-0.013043,-0.005974,-0.075157,0.042772,0.029468,0.035366,0.084851,0.02502,-0.066871,0.007963,0.005148,0.153488,0.045522,0.07515,0.010269,-0.075501,0.036792,-0.007681,0.030664,-0.038088,0.066327,0.019242,-0.036402,0.060976,-0.114887,0.048807,0.058824,0.021248,0.025402,-0.03964,-0.005024,-0.065421,-0.306347,0.064913,-0.004419,0.068018,-0.023269,0.02007,0.013082,0.008777,0.035455,-0.021915,0.001916,-0.010228,0.057303,0.046381
Y2012M1,0.046032,0.289197,0.106213,-0.036928,0.060446,0.026471,0.09593,0.076618,0.180666,0.12625,0.063379,-0.011236,0.179487,0.094755,-0.016736,0.000649,0.181617,0.123038,-0.008803,0.048747,0.040529,0.009207,-0.103139,0.054535,0.071875,0.305533,0.061293,0.118434,0.035999,0.095584,0.066722,-0.312217,0.064611,0.27863,0.318919,0.023181,0.208135,0.082328,0.02265,0.115565,0.061445,0.097589,0.164216,-0.006215,0.625,0.092004,0.030797,0.079949,0.212139,0.149737,0.001786,0.031998,0.056664,0.010385,0.089044,-0.168932,0.071028,0.071458,0.229839,0.074946,-0.008388,0.031896,0.185,0.024445,0.24097,0.018175,0.269941,-0.006695,0.052804,0.104214,0.036251,0.078916,0.05034,-0.034279,0.114434,0.039037,0.19667,0.062824,0.34,0.069869,0.023878,0.086207,0.044316,0.158048,0.033611,-0.046405,0.063306,0.111501,0.047422,0.060665,0.003272,0.014239,-0.035558
Y2012M2,0.020833,0.055436,-0.016323,-0.027998,0.014537,-0.040115,-0.001989,-0.006012,0.183893,-0.063263,-0.015874,0.022727,-0.006324,0.121448,0.080851,0.007463,0.120431,-0.126957,0.153108,0.13428,0.139375,-0.127555,0.426667,0.05059,-0.045189,0.10564,-0.007185,-0.001485,0.028171,0.057398,0.043263,0.34046,-0.011034,-0.12373,-0.04918,0.230769,0.155556,0.16368,0.016325,-0.031537,-0.01635,0.043672,0.025263,0.119527,-0.349359,0.074223,0.087288,0.040853,-0.054398,0.046466,0.001386,0.010615,-0.007239,0.037313,0.010474,0.068925,0.03432,0.02569,0.022951,0.102258,0.12782,0.04178,-0.019691,0.074491,-0.006237,0.019601,0.18423,0.112435,0.051498,-0.039163,0.016212,-0.073144,0.031311,-0.332925,-0.056009,0.008039,0.041739,0.047837,-0.11194,-0.075325,0.021541,0.043195,0.004305,-0.00853,0.025248,-0.014628,0.039485,0.007899,0.025337,0.04428,-0.000517,0.026998,0.07702
Y2012M3,-0.0305,-0.120896,-0.003904,0.048842,0.014517,0.023881,0.030565,0.062708,0.003401,0.080569,-0.008067,0.888889,-0.071997,-0.007983,0.137795,-0.064412,0.076955,0.046215,-0.090419,0.107001,0.041163,0.102585,0.021028,-0.000803,-0.048855,-0.082582,-0.004303,0.005579,0.021385,0.029192,0.019086,0.467485,-0.079498,-0.003161,-0.099138,0.119007,0.225962,0.055099,0.035195,-0.015758,0.062557,-0.005429,-0.019849,-0.029795,0.078818,0.000935,0.114487,0.008023,0.001075,0.089431,0.072589,0.044679,-0.03013,0.006348,-0.05596,-0.066667,0.052559,0.024816,0.041667,-0.076807,0.093333,0.029671,0.060781,-0.112689,-0.023431,0.032441,0.068734,0.058891,0.028548,-0.079046,0.024597,-0.124195,0.019745,-0.036697,0.02225,-0.047314,-0.087063,0.034661,0.134454,-0.156635,-0.020161,-0.009703,-0.024495,-0.016302,0.048448,0.0198,0.020717,-0.034483,0.060591,0.058304,0.056331,0.004206,-0.046386
Y2012M4,-0.007772,0.028385,-0.075453,-0.035821,-0.044885,-0.043732,-0.093488,-0.015176,0.111864,-0.052164,0.057937,-0.058882,-0.024244,-0.073128,-0.058824,0.054514,0.020971,-0.009977,-0.115522,-0.064782,-0.13279,0.010623,-0.110984,-0.024364,-0.032103,-0.120123,0.066629,0.015646,0.00113,-0.031411,-0.006252,0.128763,-0.027273,-0.022199,-0.043243,0.095065,-0.101372,0.103795,0.002866,0.084565,-0.058447,-0.005039,0.042598,-0.046065,-0.164384,-0.073832,0.033593,0.02291,0.033835,-0.059702,0.029133,-0.002659,0.025489,0.134146,0.062053,-0.034772,-0.017006,-0.016182,-0.046154,-0.01774,-0.089939,0.0133,-0.065484,0.034261,-0.003856,0.003491,-0.303091,0.067282,0.002786,0.049244,-0.06043,-0.068797,0.016352,-0.140952,-0.081016,0.042117,0.010398,-0.002959,-0.059259,-0.19096,0.016741,0.019141,-0.004464,-0.006732,-0.031962,0.020205,-0.004215,-0.23052,-0.007525,-0.040886,-0.056582,0.016754,-0.003951
Y2012M5,-0.046695,-0.132579,-0.124915,-0.157895,-0.050519,-0.054878,-0.054054,-0.090087,-0.048781,0.001171,-0.010455,0.068817,-0.175225,-0.074525,-0.194853,-0.066513,-0.166984,-0.152713,-0.161872,-0.106102,-0.233484,0.018202,-0.12677,-0.118277,-0.160862,-0.146997,-0.063578,-0.137958,-0.058228,-0.119555,-0.07105,-0.036296,0.127726,-0.08,-0.056497,-0.070175,0.077897,-0.142521,0.007884,-0.02782,-0.069778,-0.111749,-0.107837,0.075117,0.73224,-0.189707,-0.025907,-0.036097,-0.058667,-0.144689,0.013514,-0.036257,0.017704,-0.047645,0.036429,-0.070807,-0.029896,-0.065791,-0.158065,0.042475,0.143216,-0.101563,-0.09781,0.040483,-0.15957,-0.049039,-0.21465,-0.095296,-0.068604,-0.182791,-0.053745,0.05238,-0.049221,0.006652,0.031579,0.019824,-0.179279,-0.062889,-0.023622,0.091355,0.014662,-0.005155,-0.02114,-0.177268,-0.033657,-0.002055,-0.066196,-0.25211,-0.064371,-0.056838,-0.013694,-0.014846,-0.167328
Y2012M6,0.028208,0.150097,0.032258,0.055147,0.047432,0.006452,0.030827,0.040973,0.143162,-0.00117,0.028077,0.005848,0.084107,0.107231,0.004566,0.172134,0.014612,0.067704,-0.003432,0.03936,0.06922,0.062925,-0.108327,0.078533,0.156126,-0.196889,0.07195,0.006379,0.040177,0.081828,0.025096,0.042275,0.098066,0.094007,0.095808,0.03717,0.012105,0.099726,-0.02601,0.032669,0.05755,0.041619,0.074324,0.171553,-0.085173,0.071161,-0.020448,0.01533,0.083286,0.177016,0.074133,0.056809,0.031209,0.065234,-0.000978,0.050802,0.0554,0.050285,0.245211,0.133075,-0.01685,0.033739,0.163399,-0.022164,-0.018936,0.063344,-0.493832,0.058669,0.055053,0.078715,0.02354,-0.047698,0.023762,0.052863,0.039541,0.008864,0.07262,0.028789,-0.072581,-0.209449,0.02134,0.049247,0.046466,-0.013419,0.050974,0.07383,0.031977,0.011283,0.013893,0.05838,0.055712,0.11733,0.043739
Y2012M7,0.027568,-0.047836,0.063113,-0.082927,-0.071952,-0.112179,-0.059081,-0.030068,0.056075,-0.094899,0.046895,-0.127907,-0.09068,-0.008534,-0.268182,-0.022755,-0.010351,0.000864,0.085385,-0.031361,0.026713,0.015809,0.01157,0.005935,-0.136752,-0.318043,-0.051652,0.036765,0.011288,-0.001035,0.000389,0.287611,0,-0.031149,-0.076503,0.077851,-0.043962,-0.025553,-0.016966,-0.019676,0.043256,0.014231,-0.091894,0.052183,0.037931,0.024476,-0.147117,0.046811,-0.019875,0.001819,0.011751,0.01013,0.020223,-0.074441,0.008855,0.023499,0.015741,-0.015209,-0.286154,-0.003991,-0.081967,0.001009,-0.094101,0.029116,-0.037559,0.018472,0.218042,-0.130537,0.009289,0.138093,0.00092,-0.00961,0.02987,-0.027197,0.095706,0.014458,0.054922,0.012204,-0.052174,-0.052261,0.046004,0.043889,0.073062,0.049223,-0.039995,0.031421,-0.00245,0.177127,0.002045,0.006055,-0.024541,0.028902,0.039323
Y2012M8,0.012156,0.045933,-0.001729,0.086626,0.001922,-0.054152,-0.115504,-0.011575,0.210619,0.08519,0.017556,0.26,-0.093075,0.021108,-0.031056,0.018317,0.077308,0.094991,0.071459,0.032376,0.056627,0.044215,-0.174837,0.044543,-0.047525,0.147235,-0.000346,-0.025973,0.011869,0.043523,0.030558,0.040092,0.137107,-0.115299,0.023669,0.214649,0.213389,0.097857,0.17596,-0.034829,0.022737,0.012592,0.075798,0.302125,-0.019934,0.102389,0.024184,0.018581,-0.179276,0.006053,0.005919,0.011722,0.006744,0.042987,-0.031092,0.178571,0.017617,0.035354,0.267241,0.150258,0.036526,0.083698,0.020155,0.026313,-0.052575,0.012909,0.096525,0.021371,0.036815,0.011969,0.017463,-0.058398,0.032063,-0.086022,-0.027996,0.003185,0.028537,0.033992,0.834862,0.187245,-0.00621,0.014454,0.007105,-0.111111,-0.016268,-0.050368,0.028126,-0.062796,-0.001429,0.027669,0.034914,0.005775,-0.020712
Y2012M9,0.00787,-0.105575,0.079677,0.072028,-0.016414,0,0.138475,-0.014134,0.133041,0.027778,0.022272,-0.116402,0.093464,0.069029,0.429487,0.048171,-0.044745,0.022871,0.06511,0.040828,-0.047509,0.016237,0.980198,0.031347,-0.111663,-0.054723,0.038569,0.046235,0.02637,0.038232,0.019726,0.294604,-0.056438,0.02381,0.109827,-0.001117,-0.075862,-0.044859,0.004255,-0.016708,0.06408,0.050453,0.074392,0.065293,0.033898,0.06515,0.068827,0.044543,-0.027388,0.100481,-0.000979,0.038066,0.038666,-0.006479,0.026599,0.085498,0.01338,0.032688,0.207483,-0.04052,-0.034471,0.027295,0.033742,0.003911,0.073227,0.035167,-0.043214,0.007808,0.012643,0.049449,0.023744,0.098746,0.009598,-0.082353,0.013641,0.018356,0.050192,0.020624,-0.17,-0.260097,0.041089,0.015393,0.011758,0.083392,-0.030348,0.081821,0.020232,0.03287,0.064665,0.035805,0.051761,0.028708,0.058156
Y2012M10,0.005747,-0.005141,-0.034225,-0.126549,0.087118,0.064847,-0.214781,-0.035691,0.11871,0.022619,0.001894,-0.11976,0.056056,-0.021409,0.278027,0.133434,0.042422,-0.10878,-0.027178,-0.056282,-0.181569,0.028509,-0.35,0.016703,0.071872,-0.06754,0.057112,-0.023907,-0.02434,0.028216,-0.011459,-0.04849,-0.078525,-0.121212,0.041667,0.001817,0.029851,0.065264,0.080508,0.012319,-0.028099,-0.026213,-0.003329,0.407151,-0.04918,-0.014563,0.035685,-0.022007,-0.041209,-0.096227,0.011451,-0.002271,-0.016505,-0.019946,-0.010249,-0.03764,0.027245,-0.021692,-0.070986,0.049531,-0.040536,0.002425,0.005935,-0.015871,0.038913,0.000467,-0.115423,0.094002,-0.028119,-0.028895,-0.042819,-0.030528,-0.01821,-0.079487,-0.006831,-0.001576,0.02344,-0.031354,0.192771,-0.218614,0.012793,-0.016299,0.005896,0.049159,0.023474,0.00938,-0.004941,-0.019584,-0.06228,-0.036395,-0.09002,-0.050233,0.013673
Y2012M11,-0.000521,-0.060465,0.075305,0.076923,-0.020888,-0.085989,0.364706,-0.009562,-0.030565,0.053551,0.012234,-0.517007,-0.048581,0.132907,0.175439,-0.086705,0.094532,-0.109852,-0.050708,0.001807,0.178372,-0.071843,0.227692,0.022892,-0.034934,0.133777,-0.024794,0.004583,-0.001357,0.013953,0.016079,0.133214,0.086514,0.01397,-0.03,-0.035274,0,-0.051532,0.019528,-0.030981,-0.074405,0.035776,-0.068136,-0.070262,0.441379,0.025123,0.009326,0.001106,0.103574,0.020569,0.04796,0.005274,-0.002011,0.054012,0.028613,0.016913,9.8e-05,0.005513,-0.094603,0.24615,0.08115,0.011793,0.014749,0.040872,0.027707,0.004673,0.007942,-0.024381,0.020849,-0.074789,0.017707,-0.086912,-0.021835,0.013928,-0.027557,0.010317,-0.026152,0.020248,0.010101,0.337408,0.012118,-0.000538,0.000586,0.045006,0.00587,0.034642,0.018324,0.134032,-0.018558,-0.030576,0.001039,-0.012097,-0.089659
Y2012M12,0.054157,0.090252,0.070546,0.099861,0.014564,0.031373,0.220546,0.057928,0.080309,0.173481,-0.047601,-0.084507,0.202524,0.0367,-0.023881,-0.008861,0.128832,-0.040157,0.069542,0.077571,0.058026,0.08531,0.868421,0.040981,-0.00905,0.005867,-0.02212,-0.074597,0.006862,0.056812,0.025442,0.380671,0,0.105769,0.030928,-0.095618,0.177536,0.065499,0.006437,-0.075044,0.101056,0.068353,0.006452,-0.035416,-0.035885,0.104046,0.111427,0,0.046927,-0.0492,-0.01402,-0.003494,-0.026324,-0.051416,-0.025688,-0.089397,0.023674,0.036116,0.131279,0.015212,0.079664,0.019725,0.054252,-0.061253,0.061907,0.008118,0.181614,-0.073025,0.026367,-0.032486,-0.016667,0.012916,0.010098,0.049451,-0.00912,-0.026066,0.011346,0.000727,-0.13,0.051711,-0.059399,0.029762,0.095395,0.041023,0.00848,0.076903,0.030584,-0.030303,0.007787,0.011132,0.00848,-0.007143,0.014323
Y2013M1,0.034428,0.092799,0.029822,0.083228,0.048249,-0.011407,0.090642,0.060021,0.14207,0.102759,0.031927,0.138462,-0.037691,0.136578,-0.107034,0.101771,0.243039,0.113402,0.268127,0.055804,0.073025,0.015175,-0.331992,0.045802,0.03653,0.120544,-0.035604,0.017408,0.061075,0.056505,0.065745,-0.015714,0.119363,-0.239752,0.065,0.052835,0.323077,0.071671,0.102566,0.215554,0.023148,-0.059698,0.088319,0.126626,0.069479,0.029668,0.082182,0.031933,0.053662,0.051746,-0.016697,0.075964,0.036495,0.077376,0.007715,0.067757,0.075386,0.062409,0.114269,0.003943,0.111602,0.050015,0.03281,0.039292,0.118947,0.071318,0.237218,0.17132,0.076425,0.142276,0.091337,-0.10679,0.06873,0.073298,0.116788,0.013051,0.031534,0.043973,0.034483,-0.007946,0.033373,0.000529,-0.001155,0.069103,0.07541,0.068553,0.074427,0.147837,0.060141,0.065854,-0.000343,0.070975,0.102017
Y2013M2,-0.016444,-0.010673,0.061186,0.077416,-0.025053,0.053846,-0.078252,-0.037748,-0.075217,0.015531,-0.002404,0.067568,-0.058503,0.054972,-0.109589,0.008477,0.007743,0.015741,-0.009827,0,-0.06,-0.009901,-0.12751,-0.03455,0.030837,0.029497,0.030743,-0.007266,0.016092,-0.008914,0.012178,0.198549,0.008294,-0.279412,0.019718,0.007344,0.127907,0.004758,0.056239,0.03278,0.016043,0.035588,-0.04123,0.011547,0.164733,-0.042797,0.019688,0.004921,0.535888,-0.01067,0.082354,0.012585,-0.038186,0.097293,0.012046,-0.094092,0.010921,0.010047,-0.172689,-0.00707,0.175244,0.021855,-0.048343,0.015765,0.071429,0.008249,0.054158,-0.112278,0.014131,-0.094899,-0.009491,-0.134904,-0.030368,0.214634,0.110022,-0.021862,-0.107092,0.008343,-0.016667,0.011514,-0.030211,0.01966,0.015616,0.193376,0.050195,0.055369,0.015734,-0.122513,-0.006845,-0.000176,-0.030716,0.071217,0.103556
